date,hour,day_of_week,road_id,road_name,jurisdiction,capacity_vph,inflow_vph,avg_speed_kmh,occupancy_percent,rain_mm,temperature_c,humidity_percent,special_event,congestion_percent
2025-03-20,17,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3426,41.8,66.5,0.0,30.8,54.8,0,36.4
2025-03-20,17,3,RD-04,Airport Road,NMC South,5600,5111,29.9,90.2,5.3,30.4,76.6,0,53.3
2025-03-20,17,3,RD-05,Amravati Road,NMC West,7200,2069,49.2,37.2,0.0,28.8,76.1,0,16.0
2025-03-20,17,3,RD-06,Kamptee Road,NMC North,6000,2996,42.8,52.7,1.6,26.2,64.8,0,28.3
2025-03-20,17,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1665,51.0,35.2,2.1,24.1,55.0,0,18.4
2025-03-20,17,3,RD-08,Katol Road,NMC North-West,5400,2448,48.5,45.7,0.0,23.6,74.7,0,26.6
2025-03-20,17,3,RD-09,Koradi Road,NMC North,5600,3366,40.1,59.8,0.0,25.5,60.1,0,30.9
2025-03-20,17,3,RD-10,Manewada Road,NMC South-East,5000,4162,39.6,83.4,1.8,32.8,64.8,0,54.5
2025-03-20,17,3,RD-11,Besa Road,NMC South-East,4600,2932,49.6,65.0,0.8,23.5,60.8,0,39.2
2025-03-20,17,3,RD-12,Ring Road - East,NMRDA Ring,7600,2394,49.9,29.8,3.2,31.5,77.0,0,17.3
2025-03-20,18,3,RD-01,Wardha Road (NH-44),NMC South,6000,6025,28.4,97.3,5.7,22.1,73.0,0,54.6
2025-03-20,18,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2988,37.4,33.4,1.8,28.1,60.8,0,20.1
2025-03-20,18,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4539,38.7,91.9,0.0,26.5,57.6,0,50.5
2025-03-20,18,3,RD-04,Airport Road,NMC South,5600,6725,26.5,110.0,1.0,24.2,54.5,0,69.3
2025-03-20,18,3,RD-05,Amravati Road,NMC West,7200,2489,47.1,34.8,0.9,16.3,91.3,0,22.0
2025-03-20,18,3,RD-06,Kamptee Road,NMC North,6000,4230,33.7,73.3,0.0,30.1,40.1,0,38.4
2025-03-20,18,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2090,46.1,45.6,0.6,22.1,57.5,0,25.7
2025-03-20,18,3,RD-08,Katol Road,NMC North-West,5400,3330,44.8,63.1,1.0,32.2,60.3,0,33.6
2025-03-20,18,3,RD-09,Koradi Road,NMC North,5600,3940,39.9,70.7,2.3,21.3,78.8,0,41.1
2025-03-20,18,3,RD-10,Manewada Road,NMC South-East,5000,5336,35.4,110.0,0.0,25.7,69.0,0,63.9
2025-03-20,18,3,RD-11,Besa Road,NMC South-East,4600,3599,34.2,80.1,0.0,32.2,86.3,0,44.1
2025-03-20,18,3,RD-12,Ring Road - East,NMRDA Ring,7600,3226,37.4,43.8,0.2,27.2,39.4,0,17.9
2025-03-20,19,3,RD-01,Wardha Road (NH-44),NMC South,6000,6321,34.0,106.9,0.0,29.9,74.0,0,66.0
2025-03-20,19,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2742,47.3,33.1,0.0,24.6,85.1,0,19.6
2025-03-20,19,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4588,37.4,95.2,0.7,24.3,41.5,0,61.6
2025-03-20,19,3,RD-04,Airport Road,NMC South,5600,6932,25.5,110.0,1.9,23.8,50.8,0,72.0
2025-03-20,19,3,RD-05,Amravati Road,NMC West,7200,2638,45.8,37.3,0.3,37.2,70.4,0,18.2
2025-03-20,19,3,RD-06,Kamptee Road,NMC North,6000,3915,37.5,63.8,1.6,27.3,48.2,0,35.2
2025-03-20,19,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2319,46.4,47.2,0.0,26.2,47.0,0,30.5
2025-03-20,19,3,RD-08,Katol Road,NMC North-West,5400,3271,38.7,66.3,0.0,24.9,70.9,1,41.8
2025-03-20,19,3,RD-09,Koradi Road,NMC North,5600,3763,40.7,71.6,4.4,17.0,59.8,0,43.8
2025-03-20,19,3,RD-10,Manewada Road,NMC South-East,5000,5006,29.3,98.6,2.9,28.0,45.6,0,57.2
2025-03-20,19,3,RD-11,Besa Road,NMC South-East,4600,3278,39.3,70.5,0.0,27.0,73.4,0,47.0
2025-03-20,19,3,RD-12,Ring Road - East,NMRDA Ring,7600,3337,43.7,47.2,2.3,31.2,54.8,0,25.5
2025-03-20,20,3,RD-01,Wardha Road (NH-44),NMC South,6000,6214,30.3,99.1,1.4,29.2,92.3,0,58.8
2025-03-20,20,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2663,40.3,34.9,0.0,28.1,73.9,0,17.6
2025-03-20,20,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4601,36.2,91.4,0.0,22.1,87.0,0,56.9
2025-03-20,20,3,RD-04,Airport Road,NMC South,5600,7140,20.4,110.0,0.0,25.2,38.8,1,74.1
2025-03-20,20,3,RD-05,Amravati Road,NMC West,7200,2416,46.0,37.4,0.0,30.6,57.9,0,19.6
2025-03-20,20,3,RD-06,Kamptee Road,NMC North,6000,4006,43.5,62.8,0.0,24.9,84.0,0,36.9
2025-03-20,20,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2081,51.9,40.2,0.0,26.8,74.9,0,24.4
2025-03-20,20,3,RD-08,Katol Road,NMC North-West,5400,3033,43.1,59.3,2.3,30.4,42.5,0,37.2
2025-03-20,20,3,RD-09,Koradi Road,NMC North,5600,4339,32.5,81.5,4.3,31.5,56.3,1,49.3
2025-03-20,20,3,RD-10,Manewada Road,NMC South-East,5000,5003,32.2,101.2,0.0,28.5,90.1,0,60.6
2025-03-20,20,3,RD-11,Besa Road,NMC South-East,4600,3835,41.9,79.9,0.0,29.2,57.4,0,46.1
2025-03-20,20,3,RD-12,Ring Road - East,NMRDA Ring,7600,3150,42.4,39.3,4.8,28.2,32.8,0,21.5
2025-03-20,21,3,RD-01,Wardha Road (NH-44),NMC South,6000,4478,36.1,79.3,1.8,27.0,73.3,0,43.7
2025-03-20,21,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2366,53.6,32.3,0.0,28.5,75.0,0,20.8
2025-03-20,21,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3717,38.3,71.7,3.2,24.0,53.2,0,42.5
2025-03-20,21,3,RD-04,Airport Road,NMC South,5600,4861,35.6,88.2,0.5,25.8,53.1,0,45.8
2025-03-20,21,3,RD-05,Amravati Road,NMC West,7200,1954,48.9,24.2,2.5,26.8,69.9,0,11.5
2025-03-20,21,3,RD-06,Kamptee Road,NMC North,6000,3283,44.5,56.3,0.0,23.0,82.0,0,32.0
2025-03-20,21,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1787,50.6,40.2,0.0,27.5,70.4,0,22.6
2025-03-20,21,3,RD-08,Katol Road,NMC North-West,5400,2183,45.1,43.0,2.9,29.9,61.1,0,24.0
2025-03-20,21,3,RD-09,Koradi Road,NMC North,5600,3280,44.6,58.0,0.0,28.2,82.5,0,31.0
2025-03-20,21,3,RD-10,Manewada Road,NMC South-East,5000,4002,39.2,73.7,0.0,21.0,49.6,0,41.4
2025-03-20,21,3,RD-11,Besa Road,NMC South-East,4600,2912,42.9,65.1,4.1,28.9,64.1,0,32.7
2025-03-20,21,3,RD-12,Ring Road - East,NMRDA Ring,7600,2341,43.9,30.6,3.9,29.4,49.5,0,16.5
2025-03-20,22,3,RD-01,Wardha Road (NH-44),NMC South,6000,3049,43.8,54.3,3.3,25.4,73.7,0,32.8
2025-03-20,22,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1542,49.7,23.7,0.4,28.0,79.3,0,12.1
2025-03-20,22,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,1952,47.6,38.6,0.4,24.0,66.4,0,22.6
2025-03-20,22,3,RD-04,Airport Road,NMC South,5600,3458,41.0,59.5,1.8,26.1,66.3,0,33.0
2025-03-20,22,3,RD-05,Amravati Road,NMC West,7200,1429,51.9,22.1,0.8,27.7,76.3,0,16.0
2025-03-20,22,3,RD-06,Kamptee Road,NMC North,6000,1917,45.1,33.8,1.1,26.8,87.5,0,20.0
2025-03-20,22,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1155,51.0,28.9,0.0,27.8,55.5,0,15.8
2025-03-20,22,3,RD-08,Katol Road,NMC North-West,5400,1636,47.8,30.3,0.0,29.8,66.7,0,18.8
2025-03-20,22,3,RD-09,Koradi Road,NMC North,5600,2140,47.0,34.4,0.0,31.3,72.3,0,22.6
2025-03-20,22,3,RD-10,Manewada Road,NMC South-East,5000,2564,44.8,51.0,0.0,33.4,76.0,0,27.7
2025-03-20,22,3,RD-11,Besa Road,NMC South-East,4600,2017,53.0,44.7,0.0,30.9,73.9,0,21.6
2025-03-20,22,3,RD-12,Ring Road - East,NMRDA Ring,7600,1679,49.8,22.5,0.0,35.7,54.2,0,16.3
2025-03-20,23,3,RD-01,Wardha Road (NH-44),NMC South,6000,3122,44.5,55.1,2.0,26.0,74.1,0,28.2
2025-03-20,23,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1601,55.0,19.9,0.2,34.5,70.0,0,15.2
2025-03-20,23,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2305,50.6,39.8,1.8,28.0,84.2,0,25.0
2025-03-20,23,3,RD-04,Airport Road,NMC South,5600,3527,42.5,66.2,2.4,27.2,88.8,0,34.2
2025-03-20,23,3,RD-05,Amravati Road,NMC West,7200,1328,49.2,23.1,0.0,31.2,84.5,0,9.6
2025-03-20,23,3,RD-06,Kamptee Road,NMC North,6000,2047,51.7,30.4,0.0,33.5,79.4,0,19.4
2025-03-20,23,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1185,56.5,25.0,0.0,21.7,61.6,0,14.7
2025-03-20,23,3,RD-08,Katol Road,NMC North-West,5400,1520,53.1,25.1,0.0,35.3,38.0,0,12.7
2025-03-20,23,3,RD-09,Koradi Road,NMC North,5600,2172,48.9,30.4,0.0,30.5,75.0,0,14.9
2025-03-20,23,3,RD-10,Manewada Road,NMC South-East,5000,2521,45.2,47.0,0.0,22.6,25.0,0,29.8
2025-03-20,23,3,RD-11,Besa Road,NMC South-East,4600,2000,53.2,39.6,1.8,22.9,55.9,0,15.7
2025-03-20,23,3,RD-12,Ring Road - East,NMRDA Ring,7600,1732,49.6,21.7,2.0,32.6,72.2,0,12.9
2025-03-21,0,4,RD-01,Wardha Road (NH-44),NMC South,6000,3407,41.4,55.0,0.0,30.4,74.5,0,29.8
2025-03-21,0,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1468,51.0,19.3,0.0,28.0,87.0,0,9.8
2025-03-21,0,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2262,44.6,40.1,3.5,23.6,60.8,0,21.8
2025-03-21,0,4,RD-04,Airport Road,NMC South,5600,3561,41.4,62.4,0.0,29.9,46.5,0,33.5
2025-03-21,0,4,RD-05,Amravati Road,NMC West,7200,1240,52.7,16.3,1.0,21.3,55.2,0,9.9
2025-03-21,0,4,RD-06,Kamptee Road,NMC North,6000,2083,48.4,40.2,0.4,22.2,54.4,0,19.8
2025-03-21,0,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1175,51.8,22.0,0.1,29.9,70.3,0,14.6
2025-03-21,0,4,RD-08,Katol Road,NMC North-West,5400,1571,54.0,31.6,0.0,28.5,55.2,0,19.6
2025-03-21,0,4,RD-09,Koradi Road,NMC North,5600,2281,48.7,39.4,2.9,30.6,70.7,0,18.9
2025-03-21,0,4,RD-10,Manewada Road,NMC South-East,5000,2595,42.9,47.9,0.0,24.8,90.0,0,24.3
2025-03-21,0,4,RD-11,Besa Road,NMC South-East,4600,1956,49.6,43.2,0.0,30.7,66.2,0,29.1
2025-03-21,0,4,RD-12,Ring Road - East,NMRDA Ring,7600,1656,49.4,22.5,2.2,25.5,41.0,0,16.9
2025-03-21,1,4,RD-01,Wardha Road (NH-44),NMC South,6000,3148,37.1,55.1,0.0,32.3,67.0,0,32.9
2025-03-21,1,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1372,52.0,14.9,1.4,19.9,43.3,0,11.6
2025-03-21,1,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2429,47.8,44.0,1.7,28.7,61.3,0,22.2
2025-03-21,1,4,RD-04,Airport Road,NMC South,5600,3597,40.1,69.0,2.8,26.3,33.2,0,41.8
2025-03-21,1,4,RD-05,Amravati Road,NMC West,7200,1243,51.2,18.3,2.9,26.5,53.4,0,12.6
2025-03-21,1,4,RD-06,Kamptee Road,NMC North,6000,1929,51.4,29.5,2.3,33.9,71.3,0,16.8
2025-03-21,1,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1046,54.1,21.7,5.4,28.0,64.4,0,13.1
2025-03-21,1,4,RD-08,Katol Road,NMC North-West,5400,1544,50.8,25.9,3.6,27.0,75.0,0,14.7
2025-03-21,1,4,RD-09,Koradi Road,NMC North,5600,2204,47.5,42.1,0.1,29.0,29.6,0,26.4
2025-03-21,1,4,RD-10,Manewada Road,NMC South-East,5000,2720,44.9,52.7,0.0,26.5,68.5,0,34.3
2025-03-21,1,4,RD-11,Besa Road,NMC South-East,4600,1813,48.6,40.9,0.0,24.8,65.4,0,25.8
2025-03-21,1,4,RD-12,Ring Road - East,NMRDA Ring,7600,1749,52.8,21.6,0.0,25.0,75.9,0,12.4
2025-03-21,2,4,RD-01,Wardha Road (NH-44),NMC South,6000,3355,37.0,58.3,1.1,29.0,59.5,0,35.8
2025-03-21,2,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1401,50.8,18.2,0.0,24.0,87.8,0,9.2
2025-03-21,2,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2294,50.0,44.2,0.0,33.5,67.2,0,29.6
2025-03-21,2,4,RD-04,Airport Road,NMC South,5600,3325,41.8,61.8,0.0,30.9,25.0,0,37.8
2025-03-21,2,4,RD-05,Amravati Road,NMC West,7200,1187,47.6,17.3,4.2,23.4,61.5,0,12.4
2025-03-21,2,4,RD-06,Kamptee Road,NMC North,6000,2091,47.4,38.5,0.2,22.3,27.7,0,27.7
2025-03-21,2,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1011,57.0,23.4,4.8,27.2,50.6,0,14.9
2025-03-21,2,4,RD-08,Katol Road,NMC North-West,5400,1653,57.3,26.3,1.8,28.9,40.1,0,15.5
2025-03-21,2,4,RD-09,Koradi Road,NMC North,5600,2004,56.1,34.4,3.7,34.3,41.2,0,22.9
2025-03-21,2,4,RD-10,Manewada Road,NMC South-East,5000,2749,42.6,52.4,0.0,31.3,51.7,0,27.8
2025-03-21,2,4,RD-11,Besa Road,NMC South-East,4600,1895,47.3,42.4,0.0,27.3,47.2,0,23.4
2025-03-21,2,4,RD-12,Ring Road - East,NMRDA Ring,7600,1657,47.6,21.2,1.0,30.7,60.0,0,7.2
2025-03-21,3,4,RD-01,Wardha Road (NH-44),NMC South,6000,3218,40.7,49.5,0.0,17.2,46.0,0,30.0
2025-03-21,3,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1368,51.6,9.9,1.1,26.9,43.0,0,3.2
2025-03-21,3,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2185,47.2,43.8,0.0,30.1,54.0,0,27.1
2025-03-21,3,4,RD-04,Airport Road,NMC South,5600,3783,41.5,63.0,0.0,31.1,52.1,0,42.8
2025-03-21,3,4,RD-05,Amravati Road,NMC West,7200,1287,49.3,19.2,1.5,29.6,71.8,0,16.1
2025-03-21,3,4,RD-06,Kamptee Road,NMC North,6000,1995,49.2,32.3,3.4,29.1,85.6,0,20.5
2025-03-21,3,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1060,51.9,26.6,0.2,30.9,54.5,0,17.0
2025-03-21,3,4,RD-08,Katol Road,NMC North-West,5400,1474,44.7,25.4,4.8,26.7,64.4,0,11.7
2025-03-21,3,4,RD-09,Koradi Road,NMC North,5600,2055,45.9,39.9,0.0,30.1,87.9,0,28.0
2025-03-21,3,4,RD-10,Manewada Road,NMC South-East,5000,2544,49.1,54.2,1.2,32.5,38.7,0,32.0
2025-03-21,3,4,RD-11,Besa Road,NMC South-East,4600,1725,45.5,39.7,5.8,29.1,61.9,0,24.0
2025-03-21,3,4,RD-12,Ring Road - East,NMRDA Ring,7600,1631,47.4,16.4,1.6,26.9,77.7,0,10.2
2025-03-21,4,4,RD-01,Wardha Road (NH-44),NMC South,6000,3114,42.9,49.9,2.1,26.3,74.8,0,32.6
2025-03-21,4,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1383,48.7,17.0,0.0,23.6,79.9,0,12.3
2025-03-21,4,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2278,50.0,43.2,0.0,32.2,81.4,0,20.2
2025-03-21,4,4,RD-04,Airport Road,NMC South,5600,3506,40.4,58.2,4.1,19.7,63.8,0,36.5
2025-03-21,4,4,RD-05,Amravati Road,NMC West,7200,1202,51.2,16.1,0.0,19.8,39.0,0,12.7
2025-03-21,4,4,RD-06,Kamptee Road,NMC North,6000,2175,49.7,33.3,0.4,28.8,90.4,0,21.6
2025-03-21,4,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1039,53.7,19.3,1.7,31.9,66.2,0,9.6
2025-03-21,4,4,RD-08,Katol Road,NMC North-West,5400,1483,50.3,29.7,1.5,31.8,73.4,0,19.7
2025-03-21,4,4,RD-09,Koradi Road,NMC North,5600,2204,48.6,38.0,0.6,26.8,51.2,0,20.1
2025-03-21,4,4,RD-10,Manewada Road,NMC South-East,5000,2340,44.8,48.2,4.9,30.4,45.0,0,31.5
2025-03-21,4,4,RD-11,Besa Road,NMC South-East,4600,1942,49.0,47.4,0.0,31.4,46.6,0,24.8
2025-03-21,4,4,RD-12,Ring Road - East,NMRDA Ring,7600,1579,49.3,26.5,0.0,27.5,37.4,0,16.8
2025-03-21,5,4,RD-01,Wardha Road (NH-44),NMC South,6000,3244,48.9,55.5,0.0,25.1,88.2,0,29.3
2025-03-21,5,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1354,52.9,21.3,2.5,35.5,56.0,0,8.0
2025-03-21,5,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2402,45.9,46.3,0.0,28.4,60.0,0,25.0
2025-03-21,5,4,RD-04,Airport Road,NMC South,5600,3411,44.4,63.4,0.0,32.1,68.6,0,37.2
2025-03-21,5,4,RD-05,Amravati Road,NMC West,7200,1327,47.0,15.3,0.0,30.0,59.4,0,4.1
2025-03-21,5,4,RD-06,Kamptee Road,NMC North,6000,2185,43.9,37.5,0.0,28.5,79.9,0,19.8
2025-03-21,5,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1142,55.6,23.2,0.0,26.2,74.0,0,14.9
2025-03-21,5,4,RD-08,Katol Road,NMC North-West,5400,1558,46.7,28.2,0.0,30.6,25.0,0,14.7
2025-03-21,5,4,RD-09,Koradi Road,NMC North,5600,2037,46.9,41.8,0.5,30.8,85.6,0,28.4
2025-03-21,5,4,RD-10,Manewada Road,NMC South-East,5000,2579,46.1,53.3,2.8,30.3,71.3,0,33.2
2025-03-21,5,4,RD-11,Besa Road,NMC South-East,4600,1915,51.7,44.1,0.0,27.2,48.7,0,27.1
2025-03-21,5,4,RD-12,Ring Road - East,NMRDA Ring,7600,1587,49.5,20.8,5.6,30.2,80.2,0,7.5
2025-03-21,6,4,RD-01,Wardha Road (NH-44),NMC South,6000,3197,39.4,50.4,0.9,31.1,56.4,0,28.3
2025-03-21,6,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1447,53.5,16.1,1.3,32.2,58.4,0,8.9
2025-03-21,6,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2350,45.5,43.0,1.4,24.4,42.8,0,24.0
2025-03-21,6,4,RD-04,Airport Road,NMC South,5600,2996,41.1,55.2,4.2,25.0,67.0,0,25.3
2025-03-21,6,4,RD-05,Amravati Road,NMC West,7200,1286,48.2,17.5,1.3,27.5,53.3,0,15.9
2025-03-21,6,4,RD-06,Kamptee Road,NMC North,6000,1964,46.8,35.9,2.6,25.6,69.7,0,17.5
2025-03-21,6,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1137,55.9,15.9,0.0,30.9,55.7,0,13.5
2025-03-21,6,4,RD-08,Katol Road,NMC North-West,5400,1529,47.9,25.5,0.0,31.2,60.0,0,15.6
2025-03-21,6,4,RD-09,Koradi Road,NMC North,5600,2114,47.0,34.0,3.6,26.7,76.7,0,18.7
2025-03-21,6,4,RD-10,Manewada Road,NMC South-East,5000,2646,45.9,51.2,0.0,30.4,70.3,0,34.3
2025-03-21,6,4,RD-11,Besa Road,NMC South-East,4600,1849,44.2,44.0,6.2,25.7,75.8,0,21.8
2025-03-21,6,4,RD-12,Ring Road - East,NMRDA Ring,7600,1541,51.2,21.2,1.4,23.5,66.5,0,10.0
2025-03-21,7,4,RD-01,Wardha Road (NH-44),NMC South,6000,4738,36.3,75.9,0.0,24.3,81.2,0,46.5
2025-03-21,7,4,RD-02,Outer Ring Road,NMRDA Ring,8500,2333,46.1,31.9,2.9,31.2,65.6,0,14.8
2025-03-21,7,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3686,40.7,68.1,0.0,26.5,46.2,0,43.8
2025-03-21,7,4,RD-04,Airport Road,NMC South,5600,5361,34.7,94.4,0.0,31.8,47.4,0,53.7
2025-03-21,7,4,RD-05,Amravati Road,NMC West,7200,1896,48.9,24.7,0.0,30.9,69.0,0,13.1
2025-03-21,7,4,RD-06,Kamptee Road,NMC North,6000,3002,43.6,49.7,5.0,32.8,52.0,0,34.7
2025-03-21,7,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1812,45.8,39.9,0.0,28.0,89.0,1,28.1
2025-03-21,7,4,RD-08,Katol Road,NMC North-West,5400,2326,44.5,40.4,2.7,30.8,68.7,0,17.9
2025-03-21,7,4,RD-09,Koradi Road,NMC North,5600,3228,44.7,54.4,0.7,32.3,41.4,0,37.6
2025-03-21,7,4,RD-10,Manewada Road,NMC South-East,5000,4147,33.6,84.6,0.0,25.4,68.7,1,52.4
2025-03-21,7,4,RD-11,Besa Road,NMC South-East,4600,2625,41.4,64.9,3.7,25.1,69.3,0,37.8
2025-03-21,7,4,RD-12,Ring Road - East,NMRDA Ring,7600,2538,49.6,32.0,0.0,29.9,69.2,0,19.1
2025-03-21,8,4,RD-01,Wardha Road (NH-44),NMC South,6000,6489,31.0,103.4,0.0,29.1,86.6,0,59.7
2025-03-21,8,4,RD-02,Outer Ring Road,NMRDA Ring,8500,2779,48.5,31.2,0.0,29.2,49.7,0,18.8
2025-03-21,8,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4322,42.7,79.8,0.0,23.2,39.2,0,39.3
2025-03-21,8,4,RD-04,Airport Road,NMC South,5600,6542,26.7,110.0,0.0,25.1,77.6,0,64.2
2025-03-21,8,4,RD-05,Amravati Road,NMC West,7200,2288,49.4,30.7,0.0,32.8,28.8,0,21.0
2025-03-21,8,4,RD-06,Kamptee Road,NMC North,6000,3876,41.2,59.3,0.0,24.1,60.6,0,33.6
2025-03-21,8,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2094,49.7,46.2,1.1,28.1,64.1,0,29.0
2025-03-21,8,4,RD-08,Katol Road,NMC North-West,5400,2920,42.5,52.4,2.7,30.0,60.4,0,25.6
2025-03-21,8,4,RD-09,Koradi Road,NMC North,5600,4124,37.5,71.1,0.0,25.9,87.2,0,39.0
2025-03-21,8,4,RD-10,Manewada Road,NMC South-East,5000,4840,33.1,97.5,0.0,30.2,80.8,0,59.5
2025-03-21,8,4,RD-11,Besa Road,NMC South-East,4600,3368,40.4,74.1,0.0,28.4,86.7,0,40.0
2025-03-21,8,4,RD-12,Ring Road - East,NMRDA Ring,7600,2927,43.5,41.5,1.5,27.7,41.2,0,26.0
2025-03-21,9,4,RD-01,Wardha Road (NH-44),NMC South,6000,6104,31.6,97.2,0.0,28.6,63.1,0,58.3
2025-03-21,9,4,RD-02,Outer Ring Road,NMRDA Ring,8500,2556,42.4,33.6,0.7,30.2,62.2,0,18.1
2025-03-21,9,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4364,35.8,83.7,0.0,29.7,54.7,0,44.8
2025-03-21,9,4,RD-04,Airport Road,NMC South,5600,6223,32.1,108.4,0.0,32.3,62.4,0,69.5
2025-03-21,9,4,RD-05,Amravati Road,NMC West,7200,2414,47.7,28.1,0.9,28.6,82.6,0,16.8
2025-03-21,9,4,RD-06,Kamptee Road,NMC North,6000,3259,42.4,53.1,2.6,24.0,49.9,0,32.0
2025-03-21,9,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1992,44.6,43.1,2.4,22.2,81.4,0,28.6
2025-03-21,9,4,RD-08,Katol Road,NMC North-West,5400,3078,39.2,59.8,0.0,35.5,56.3,1,33.8
2025-03-21,9,4,RD-09,Koradi Road,NMC North,5600,3982,38.6,67.2,1.2,25.2,63.4,0,41.7
2025-03-21,9,4,RD-10,Manewada Road,NMC South-East,5000,5198,36.6,99.6,0.0,24.7,37.6,0,52.9
2025-03-21,9,4,RD-11,Besa Road,NMC South-East,4600,3238,44.6,74.5,4.1,23.7,59.9,0,45.7
2025-03-21,9,4,RD-12,Ring Road - East,NMRDA Ring,7600,2974,46.9,39.5,0.9,37.7,45.2,0,22.6
2025-03-21,10,4,RD-01,Wardha Road (NH-44),NMC South,6000,5977,24.8,96.3,1.2,28.0,48.1,1,63.5
2025-03-21,10,4,RD-02,Outer Ring Road,NMRDA Ring,8500,2696,44.2,34.3,0.0,34.1,48.4,0,17.8
2025-03-21,10,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4355,32.9,85.4,0.0,26.5,56.3,0,46.9
2025-03-21,10,4,RD-04,Airport Road,NMC South,5600,6601,28.3,110.0,0.0,21.8,47.0,0,65.2
2025-03-21,10,4,RD-05,Amravati Road,NMC West,7200,2143,47.6,29.3,0.0,28.0,27.3,0,20.9
2025-03-21,10,4,RD-06,Kamptee Road,NMC North,6000,3651,37.1,61.8,0.0,26.9,85.9,0,35.0
2025-03-21,10,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2203,52.6,46.0,2.4,29.9,86.4,0,26.2
2025-03-21,10,4,RD-08,Katol Road,NMC North-West,5400,2916,44.5,51.3,0.0,33.5,73.1,0,29.9
2025-03-21,10,4,RD-09,Koradi Road,NMC North,5600,4360,36.9,72.6,0.2,24.6,56.8,0,45.9
2025-03-21,10,4,RD-10,Manewada Road,NMC South-East,5000,4740,32.9,94.4,1.1,22.5,65.3,0,61.0
2025-03-21,10,4,RD-11,Besa Road,NMC South-East,4600,3355,42.7,71.7,0.0,19.3,72.7,0,40.4
2025-03-21,10,4,RD-12,Ring Road - East,NMRDA Ring,7600,2881,44.5,37.7,6.0,32.8,32.8,0,18.1
2025-03-21,11,4,RD-01,Wardha Road (NH-44),NMC South,6000,5270,32.1,86.3,0.8,23.5,68.5,0,53.4
2025-03-21,11,4,RD-02,Outer Ring Road,NMRDA Ring,8500,2128,43.8,20.4,1.7,27.6,39.5,0,13.0
2025-03-21,11,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3862,36.9,79.2,0.0,28.8,55.1,0,49.9
2025-03-21,11,4,RD-04,Airport Road,NMC South,5600,5206,35.0,93.0,0.0,28.3,75.0,0,55.0
2025-03-21,11,4,RD-05,Amravati Road,NMC West,7200,2014,49.1,28.9,0.0,33.0,65.8,0,21.7
2025-03-21,11,4,RD-06,Kamptee Road,NMC North,6000,3188,47.7,54.7,0.9,23.3,88.5,0,31.9
